Sentence,Label,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
it's stopping Mummy's side .,preposition,"1	it's	_	_	_	_	2	nsubj	_	_
2	stopping	_	_	_	_	0	root	_	_
3	Mummy's	_	_	_	_	4	nmod:poss	_	_
4	side	_	_	_	_	2	obj	_	_
5	.	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	stopping	_	VERB	VBG	_	0	root	_	_
4	Mummy	_	PROPN	NNP	_	6	nmod:poss	_	_
5	's	_	PART	POS	_	4	case	_	_
6	side	_	NOUN	NN	_	3	obj	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
driving off .,"subject, present_progressive","1	driving	_	_	_	_	0	root	_	_
2	off	_	_	_	_	1	advmod	_	_
3	.	_	_	_	_	1	punct	_	_","1	driving	_	VERB	VBG	_	0	root	_	_
2	off	_	ADP	RP	_	1	compound:prt	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
when the mixers comes .,sv_agreement,"1	when	_	_	_	_	4	mark	_	_
2	the	_	_	_	_	3	det	_	_
3	mixers	_	_	_	_	4	nsubj	_	_
4	comes	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	when	_	ADV	WRB	_	4	advmod	_	_
2	the	_	DET	DT	_	3	det	_	_
3	mixers	_	NOUN	NNS	_	4	nsubj	_	_
4	comes	_	VERB	VBZ	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
um um Mummy's .,"subject, verb","1	um	_	_	_	_	3	discourse	_	_
2	um	_	_	_	_	1	conj	_	_
3	Mummy's	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	um	_	INTJ	UH	_	3	discourse	_	_
2	um	_	INTJ	UH	_	3	discourse	_	_
3	Mummy	_	PROPN	NNP	_	0	root	_	_
4	's	_	PART	POS	_	3	case	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
Mummy's house mix mix mix .,other,"1	Mummy's	_	_	_	_	3	nmod:poss	_	_
2	house	_	_	_	_	3	compound	_	_
3	mix	_	_	_	_	0	root	_	_
4	mix	_	_	_	_	3	conj	_	_
5	mix	_	_	_	_	3	conj	_	_
6	.	_	_	_	_	3	punct	_	_","1	Mummy	_	PROPN	NNP	_	6	nmod:poss	_	_
2	's	_	PART	POS	_	1	case	_	_
3	house	_	NOUN	NN	_	4	compound	_	_
4	mix	_	NOUN	NN	_	6	compound	_	_
5	mix	_	NOUN	NN	_	6	compound	_	_
6	mix	_	NOUN	NN	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
the mixer round and round .,verb,"1	the	_	_	_	_	2	det	_	_
2	mixer	_	_	_	_	3	nsubj	_	_
3	round	_	_	_	_	0	root	_	_
4	and	_	_	_	_	5	cc	_	_
5	round	_	_	_	_	3	conj	_	_
6	.	_	_	_	_	3	punct	_	_","1	the	_	DET	DT	_	2	det	_	_
2	mixer	_	NOUN	NN	_	0	root	_	_
3	round	_	ADV	RB	_	2	advmod	_	_
4	and	_	CCONJ	CC	_	5	cc	_	_
5	round	_	ADV	RB	_	3	conj	_	_
6	.	_	PUNCT	.	_	2	punct	_	_",
stop it hurt .,sv_agreement,"1	stop	_	_	_	_	0	root	_	_
2	it	_	_	_	_	3	nsubj	_	_
3	hurt	_	_	_	_	1	parataxis	_	_
4	.	_	_	_	_	1	punct	_	_","1	stop	_	VERB	VB	_	0	root	_	_
2	it	_	PRON	PRP	_	1	obj	_	_
3	hurt	_	VERB	VBN	_	1	xcomp	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
what have you .,verb,"1	what	_	_	_	_	2	obj	_	_
2	have	_	_	_	_	0	root	_	_
3	you	_	_	_	_	2	nsubj	_	_
4	.	_	_	_	_	2	punct	_	_","1	what	_	PRON	WP	_	2	nsubj	_	_
2	have	_	AUX	VBP	_	0	root	_	_
3	you	_	PRON	PRP	_	2	nsubj	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
um apples pears .,other,"1	um	_	_	_	_	2	discourse	_	_
2	apples	_	_	_	_	0	root	_	_
3	pears	_	_	_	_	2	conj	_	_
4	.	_	_	_	_	2	punct	_	_","1	um	_	INTJ	UH	_	3	discourse	_	_
2	apples	_	NOUN	NNS	_	3	compound	_	_
3	pears	_	NOUN	NNS	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
leaves covered in .,"determiner, auxiliary, other","1	leaves	_	_	_	_	0	root	_	_
2	covered	_	_	_	_	1	acl	_	_
3	in	_	_	_	_	2	obl	_	_
4	.	_	_	_	_	1	punct	_	_","1	leaves	_	NOUN	NNS	_	0	root	_	_
2	covered	_	VERB	VBN	_	1	acl	_	_
3	in	_	ADP	RP	_	2	compound:prt	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
not this stick it .,"other, auxiliary","1	not	_	_	_	_	2	advmod	_	_
2	this	_	_	_	_	0	root	_	_
3	stick	_	_	_	_	2	parataxis	_	_
4	it	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	2	punct	_	_","1	not	_	PART	RB	_	3	advmod	_	_
2	this	_	PRON	DT	_	3	nsubj	_	_
3	stick	_	VERB	VB	_	0	root	_	_
4	it	_	PRON	PRP	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
big digger coming .,"determiner, auxiliary","1	big	_	_	_	_	2	amod	_	_
2	digger	_	_	_	_	3	nsubj	_	_
3	coming	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	big	_	ADJ	JJ	_	2	amod	_	_
2	digger	_	NOUN	NN	_	0	root	_	_
3	coming	_	VERB	VBG	_	2	acl	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
minute minute .,determiner,"1	minute	_	_	_	_	0	root	_	_
2	minute	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	minute	_	NOUN	NN	_	2	compound	_	_
2	minute	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
minute stops .,"determiner, other","1	minute	_	_	_	_	2	nsubj	_	_
2	stops	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	minute	_	NOUN	NN	_	2	compound	_	_
2	stops	_	NOUN	NNS	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
Mummy it .,verb,"1	Mummy	_	_	_	_	2	vocative	_	_
2	it	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	Mummy	_	NOUN	NN	_	0	root	_	_
2	it	_	PRON	PRP	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
snow snow snow on there .,"determiner, verb","1	snow	_	_	_	_	0	root	_	_
2	snow	_	_	_	_	1	conj	_	_
3	snow	_	_	_	_	1	conj	_	_
4	on	_	_	_	_	5	case	_	_
5	there	_	_	_	_	1	nmod	_	_
6	.	_	_	_	_	1	punct	_	_","1	snow	_	NOUN	NN	_	3	compound	_	_
2	snow	_	NOUN	NN	_	3	compound	_	_
3	snow	_	NOUN	NN	_	0	root	_	_
4	on	_	ADP	IN	_	5	case	_	_
5	there	_	ADV	RB	_	3	nmod	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
big the big .,subject,"1	big	_	_	_	_	0	root	_	_
2	the	_	_	_	_	3	det	_	_
3	big	_	_	_	_	1	parataxis	_	_
4	.	_	_	_	_	1	punct	_	_","1	big	_	ADJ	JJ	_	0	root	_	_
2	the	_	DET	DT	_	3	det	_	_
3	big	_	ADJ	JJ	_	1	nsubj	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
the big big um .,subject,"1	the	_	_	_	_	2	det	_	_
2	big	_	_	_	_	0	root	_	_
3	big	_	_	_	_	2	conj	_	_
4	um	_	_	_	_	2	discourse	_	_
5	.	_	_	_	_	2	punct	_	_","1	the	_	DET	DT	_	3	det	_	_
2	big	_	ADJ	JJ	_	3	amod	_	_
3	big	_	ADJ	JJ	_	0	root	_	_
4	um	_	INTJ	UH	_	3	discourse	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
don't worry there .,other,"1	don't	_	_	_	_	2	aux	_	_
2	worry	_	_	_	_	0	root	_	_
3	there	_	_	_	_	2	advmod	_	_
4	.	_	_	_	_	2	punct	_	_","1	do	_	AUX	VB	_	3	aux	_	_
2	n't	_	PART	RB	_	3	advmod	_	_
3	worry	_	VERB	VB	_	0	root	_	_
4	there	_	ADV	RB	_	3	advmod	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
wait wait minute .,determiner,"1	wait	_	_	_	_	2	reparandum	_	_
2	wait	_	_	_	_	0	root	_	_
3	minute	_	_	_	_	2	obl:unmarked	_	_
4	.	_	_	_	_	2	punct	_	_","1	wait	_	VERB	VB	_	0	root	_	_
2	wait	_	NOUN	NN	_	3	compound	_	_
3	minute	_	NOUN	NN	_	1	obj	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
man at man digging now at Mummy's house .,"determiner, auxiliary","1	man	_	_	_	_	0	root	_	_
2	at	_	_	_	_	3	case	_	_
3	man	_	_	_	_	1	nmod	_	_
4	digging	_	_	_	_	1	parataxis	_	_
5	now	_	_	_	_	4	advmod	_	_
6	at	_	_	_	_	8	case	_	_
7	Mummy's	_	_	_	_	8	nmod:poss	_	_
8	house	_	_	_	_	4	obl	_	_
9	.	_	_	_	_	1	punct	_	_","1	man	_	NOUN	NN	_	0	root	_	_
2	at	_	ADP	IN	_	3	case	_	_
3	man	_	NOUN	NN	_	1	nmod	_	_
4	digging	_	VERB	VBG	_	1	acl	_	_
5	now	_	ADV	RB	_	4	advmod	_	_
6	at	_	ADP	IN	_	9	case	_	_
7	Mummy	_	PROPN	NNP	_	9	nmod:poss	_	_
8	's	_	PART	POS	_	7	case	_	_
9	house	_	NOUN	NN	_	4	obl	_	_
10	.	_	PUNCT	.	_	1	punct	_	_",
"Mummy , lost him .",subject,"1	Mummy	_	_	_	_	3	vocative	_	_
2	,	_	_	_	_	3	nsubj	_	_
3	lost	_	_	_	_	0	root	_	_
4	him	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	Mummy	_	NOUN	NN	_	3	vocative	_	_
2	,	_	PUNCT	,	_	1	punct	_	_
3	lost	_	VERB	VBD	_	0	root	_	_
4	him	_	PRON	PRP	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
no no read .,"subject, auxiliary, object, other","1	no	_	_	_	_	3	discourse	_	_
2	no	_	_	_	_	1	conj	_	_
3	read	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	no	_	DET	DT	_	3	det	_	_
2	no	_	DET	DT	_	3	det	_	_
3	read	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
no Elena .,other,"1	no	_	_	_	_	0	root	_	_
2	Elena	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	no	_	INTJ	UH	_	2	discourse	_	_
2	Elena	_	PROPN	NNP	_	0	root	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
no shattered .,"subject, auxiliary, other","1	no	_	_	_	_	2	discourse	_	_
2	shattered	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	no	_	DET	DT	_	2	det	_	_
2	shattered	_	VERB	VBN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
man drove off .,determiner,"1	man	_	_	_	_	2	nsubj	_	_
2	drove	_	_	_	_	0	root	_	_
3	off	_	_	_	_	2	advmod	_	_
4	.	_	_	_	_	2	punct	_	_","1	man	_	NOUN	NN	_	2	nsubj	_	_
2	drove	_	VERB	VBD	_	0	root	_	_
3	off	_	ADP	RP	_	2	compound:prt	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
big birdie's on it .,determiner,"1	big	_	_	_	_	2	amod	_	_
2	birdie's	_	_	_	_	4	nsubj	_	_
3	on	_	_	_	_	4	case	_	_
4	it	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	big	_	ADJ	JJ	_	2	amod	_	_
2	birdie	_	NOUN	NN	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	on	_	ADP	IN	_	5	case	_	_
5	it	_	PRON	PRP	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
big birdie's on it .,determiner,"1	big	_	_	_	_	2	amod	_	_
2	birdie's	_	_	_	_	4	nsubj	_	_
3	on	_	_	_	_	4	case	_	_
4	it	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	big	_	ADJ	JJ	_	2	amod	_	_
2	birdie	_	NOUN	NN	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	on	_	ADP	IN	_	5	case	_	_
5	it	_	PRON	PRP	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
no no no say hello Daddy .,"auxiliary, other","1	no	_	_	_	_	4	discourse	_	_
2	no	_	_	_	_	1	conj	_	_
3	no	_	_	_	_	1	conj	_	_
4	say	_	_	_	_	0	root	_	_
5	hello	_	_	_	_	4	obj	_	_
6	Daddy	_	_	_	_	4	vocative	_	_
7	.	_	_	_	_	4	punct	_	_","1	no	_	INTJ	UH	_	4	discourse	_	_
2	no	_	INTJ	UH	_	4	discourse	_	_
3	no	_	INTJ	UH	_	4	discourse	_	_
4	say	_	VERB	VB	_	0	root	_	_
5	hello	_	INTJ	UH	_	4	obj	_	_
6	Daddy	_	PROPN	NNP	_	4	vocative	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
big car going backwards like a fish .,"determiner, auxiliary","1	big	_	_	_	_	2	amod	_	_
2	car	_	_	_	_	3	nsubj	_	_
3	going	_	_	_	_	0	root	_	_
4	backwards	_	_	_	_	3	advmod	_	_
5	like	_	_	_	_	7	case	_	_
6	a	_	_	_	_	7	det	_	_
7	fish	_	_	_	_	3	obl	_	_
8	.	_	_	_	_	3	punct	_	_","1	big	_	ADJ	JJ	_	2	amod	_	_
2	car	_	NOUN	NN	_	0	root	_	_
3	going	_	VERB	VBG	_	2	acl	_	_
4	backwards	_	ADV	RB	_	3	advmod	_	_
5	like	_	ADP	IN	_	7	case	_	_
6	a	_	DET	DT	_	7	det	_	_
7	fish	_	NOUN	NN	_	3	obl	_	_
8	.	_	PUNCT	.	_	2	punct	_	_",
dark round here .,"subject, verb, other","1	dark	_	_	_	_	0	root	_	_
2	round	_	_	_	_	3	case	_	_
3	here	_	_	_	_	1	obl	_	_
4	.	_	_	_	_	1	punct	_	_","1	dark	_	ADJ	JJ	_	0	root	_	_
2	round	_	ADV	RB	_	1	advmod	_	_
3	here	_	ADV	RB	_	1	advmod	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
there's a .,object,"1	there's	_	_	_	_	0	root	_	_
2	a	_	_	_	_	1	nsubj	_	_
3	.	_	_	_	_	1	punct	_	_","1	there	_	PRON	EX	_	2	expl	_	_
2	's	_	VERB	VBZ	_	0	root	_	_
3	a	_	DET	DT	_	2	nsubj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
post police car and fire engine .,determiner,"1	post	_	_	_	_	0	root	_	_
2	police	_	_	_	_	3	compound	_	_
3	car	_	_	_	_	1	parataxis	_	_
4	and	_	_	_	_	6	cc	_	_
5	fire	_	_	_	_	6	compound	_	_
6	engine	_	_	_	_	3	conj	_	_
7	.	_	_	_	_	1	punct	_	_","1	post	_	NOUN	NN	_	3	compound	_	_
2	police	_	NOUN	NN	_	3	compound	_	_
3	car	_	NOUN	NN	_	0	root	_	_
4	and	_	CCONJ	CC	_	6	cc	_	_
5	fire	_	NOUN	NN	_	6	compound	_	_
6	engine	_	NOUN	NN	_	3	conj	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
no Purdie brave .,verb,"1	no	_	_	_	_	3	discourse	_	_
2	Purdie	_	_	_	_	3	nsubj	_	_
3	brave	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	no	_	DET	DT	_	3	det	_	_
2	Purdie	_	PROPN	NNP	_	3	nsubj	_	_
3	brave	_	ADJ	JJ	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
not a lot like blue .,"subject, verb","1	not	_	_	_	_	3	advmod	_	_
2	a	_	_	_	_	3	det	_	_
3	lot	_	_	_	_	0	root	_	_
4	like	_	_	_	_	5	case	_	_
5	blue	_	_	_	_	3	nmod	_	_
6	.	_	_	_	_	3	punct	_	_","1	not	_	PART	RB	_	5	advmod	_	_
2	a	_	DET	DT	_	3	det	_	_
3	lot	_	NOUN	NN	_	5	obl:unmarked	_	_
4	like	_	ADP	IN	_	5	case	_	_
5	blue	_	ADJ	JJ	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
not hot soup potatoes .,"subject, verb","1	not	_	_	_	_	4	advmod	_	_
2	hot	_	_	_	_	3	amod	_	_
3	soup	_	_	_	_	4	compound	_	_
4	potatoes	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	not	_	PART	RB	_	4	advmod	_	_
2	hot	_	ADJ	JJ	_	4	amod	_	_
3	soup	_	NOUN	NN	_	4	compound	_	_
4	potatoes	_	NOUN	NNS	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
baby one .,determiner,"1	baby	_	_	_	_	2	compound	_	_
2	one	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	baby	_	ADJ	JJ	_	2	amod	_	_
2	one	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
baby one .,determiner,"1	baby	_	_	_	_	2	compound	_	_
2	one	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	baby	_	ADJ	JJ	_	2	amod	_	_
2	one	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
um big baby one .,determiner,"1	um	_	_	_	_	4	discourse	_	_
2	big	_	_	_	_	4	amod	_	_
3	baby	_	_	_	_	4	amod	_	_
4	one	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	um	_	INTJ	UH	_	4	discourse	_	_
2	big	_	ADJ	JJ	_	4	amod	_	_
3	baby	_	NOUN	NN	_	4	compound	_	_
4	one	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
red white blue .,"determiner, subject","1	red	_	_	_	_	0	root	_	_
2	white	_	_	_	_	1	conj	_	_
3	blue	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	red	_	ADJ	JJ	_	3	amod	_	_
2	white	_	ADJ	JJ	_	3	amod	_	_
3	blue	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
not blue red .,"subject, verb","1	not	_	_	_	_	2	advmod	_	_
2	blue	_	_	_	_	0	root	_	_
3	red	_	_	_	_	2	parataxis	_	_
4	.	_	_	_	_	2	punct	_	_","1	not	_	PART	RB	_	3	advmod	_	_
2	blue	_	ADJ	JJ	_	3	amod	_	_
3	red	_	ADJ	JJ	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
lights up here .,"determiner, verb","1	lights	_	_	_	_	0	root	_	_
2	up	_	_	_	_	3	advmod	_	_
3	here	_	_	_	_	1	advmod	_	_
4	.	_	_	_	_	1	punct	_	_","1	lights	_	NOUN	NNS	_	0	root	_	_
2	up	_	ADP	RP	_	1	advmod	_	_
3	here	_	ADV	RB	_	1	advmod	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
to mean to .,"subject, object, other","1	to	_	_	_	_	2	nsubj	_	_
2	mean	_	_	_	_	0	root	_	_
3	to	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	to	_	PART	TO	_	2	mark	_	_
2	mean	_	VERB	VB	_	0	root	_	_
3	to	_	PART	TO	_	2	xcomp	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
um big big loudly .,"determiner, other, verb","1	um	_	_	_	_	2	discourse	_	_
2	big	_	_	_	_	0	root	_	_
3	big	_	_	_	_	2	conj	_	_
4	loudly	_	_	_	_	2	conj	_	_
5	.	_	_	_	_	2	punct	_	_","1	um	_	INTJ	UH	_	2	discourse	_	_
2	big	_	ADJ	JJ	_	0	root	_	_
3	big	_	ADJ	JJ	_	2	xcomp	_	_
4	loudly	_	ADV	RB	_	2	advmod	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
one no baby one .,"determiner, other","1	one	_	_	_	_	0	root	_	_
2	no	_	_	_	_	4	discourse	_	_
3	baby	_	_	_	_	4	amod	_	_
4	one	_	_	_	_	1	parataxis	_	_
5	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	4	nummod	_	_
2	no	_	DET	DT	_	4	det	_	_
3	baby	_	NOUN	NN	_	4	compound	_	_
4	one	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
one one bang .,verb,"1	one	_	_	_	_	2	reparandum	_	_
2	one	_	_	_	_	3	nummod	_	_
3	bang	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	one	_	NUM	CD	_	3	nummod	_	_
2	one	_	NUM	CD	_	3	nummod	_	_
3	bang	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
um Thomas The Tank Engine too too heavy for me .,verb,"1	um	_	_	_	_	8	discourse	_	_
2	Thomas	_	_	_	_	8	nsubj	_	_
3	The	_	_	_	_	5	det	_	_
4	Tank	_	_	_	_	5	compound	_	_
5	Engine	_	_	_	_	2	flat	_	_
6	too	_	_	_	_	7	reparandum	_	_
7	too	_	_	_	_	8	advmod	_	_
8	heavy	_	_	_	_	0	root	_	_
9	for	_	_	_	_	10	case	_	_
10	me	_	_	_	_	8	obl	_	_
11	.	_	_	_	_	8	punct	_	_","1	um	_	INTJ	UH	_	8	discourse	_	_
2	Thomas	_	PROPN	NNP	_	8	nsubj	_	_
3	The	_	DET	DT	_	5	det	_	_
4	Tank	_	NOUN	NN	_	5	compound	_	_
5	Engine	_	PROPN	NNP	_	8	nsubj	_	_
6	too	_	ADV	RB	_	8	advmod	_	_
7	too	_	ADV	RB	_	8	advmod	_	_
8	heavy	_	ADJ	JJ	_	0	root	_	_
9	for	_	ADP	IN	_	10	case	_	_
10	me	_	PRON	PRP	_	8	obl	_	_
11	.	_	PUNCT	.	_	8	punct	_	_",
um no reach them lights .,"subject, auxiliary, other","1	um	_	_	_	_	3	discourse	_	_
2	no	_	_	_	_	3	discourse	_	_
3	reach	_	_	_	_	0	root	_	_
4	them	_	_	_	_	3	obj	_	_
5	lights	_	_	_	_	3	vocative	_	_
6	.	_	_	_	_	3	punct	_	_","1	um	_	INTJ	UH	_	3	discourse	_	_
2	no	_	INTJ	UH	_	3	discourse	_	_
3	reach	_	VERB	VB	_	0	root	_	_
4	them	_	PRON	PRP	_	3	iobj	_	_
5	lights	_	NOUN	NNS	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
someone ride in here .,present_progressive,"1	someone	_	_	_	_	2	nsubj	_	_
2	ride	_	_	_	_	0	root	_	_
3	in	_	_	_	_	4	case	_	_
4	here	_	_	_	_	2	obl	_	_
5	.	_	_	_	_	2	punct	_	_","1	someone	_	PRON	NN	_	2	nsubj	_	_
2	ride	_	VERB	VB	_	0	root	_	_
3	in	_	ADP	IN	_	2	advmod	_	_
4	here	_	ADV	RB	_	2	obl	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
that lady go up there .,present_progressive,"1	that	_	_	_	_	2	det	_	_
2	lady	_	_	_	_	3	nsubj	_	_
3	go	_	_	_	_	0	root	_	_
4	up	_	_	_	_	5	advmod	_	_
5	there	_	_	_	_	3	advmod	_	_
6	.	_	_	_	_	3	punct	_	_","1	that	_	DET	DT	_	2	det	_	_
2	lady	_	NOUN	NN	_	3	nsubj	_	_
3	go	_	VERB	VBP	_	0	root	_	_
4	up	_	ADP	RP	_	3	compound:prt	_	_
5	there	_	ADV	RB	_	3	advmod	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
what that ?,auxiliary,"1	what	_	_	_	_	0	root	_	_
2	that	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	DET	WDT	_	2	det:predet	_	_
2	that	_	PRON	DT	_	0	root	_	_
3	?	_	PUNCT	.	_	2	punct	_	_","1	What	what	DET	WDT	_	0	root	0:root	_
2	that	that	PRON	DT	_	1	nsubj	1:nsubj	SpaceAfter=No
3	?	?	PUNCT	.	_	1	punct	1:punct	_
"
Stephie do that .,present_progressive,"1	Stephie	_	_	_	_	2	vocative	_	_
2	do	_	_	_	_	0	root	_	_
3	that	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	Stephie	_	PROPN	NNP	_	2	nsubj	_	_
2	do	_	VERB	VBP	_	0	root	_	_
3	that	_	PRON	DT	_	2	obj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
put it on back .,preposition,"1	put	_	_	_	_	0	root	_	_
2	it	_	_	_	_	1	obj	_	_
3	on	_	_	_	_	4	case	_	_
4	back	_	_	_	_	1	obl	_	_
5	.	_	_	_	_	1	punct	_	_","1	put	_	VERB	VB	_	0	root	_	_
2	it	_	PRON	PRP	_	1	obj	_	_
3	on	_	ADP	IN	_	1	compound:prt	_	_
4	back	_	ADV	RB	_	1	advmod	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
wee down slide .,"subject, determiner","1	wee	_	_	_	_	3	discourse	_	_
2	down	_	_	_	_	3	advmod	_	_
3	slide	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	wee	_	NOUN	NN	_	3	compound	_	_
2	down	_	ADP	IN	_	3	case	_	_
3	slide	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
no happy birthday .,other,"1	no	_	_	_	_	3	discourse	_	_
2	happy	_	_	_	_	3	amod	_	_
3	birthday	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	no	_	DET	DT	_	3	det	_	_
2	happy	_	ADJ	JJ	_	3	amod	_	_
3	birthday	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_","1	No	no	DET	DT	_	3	det	3:det	_
2	happy	happy	ADJ	JJ	_	3	amod	3:amod	_
3	birthday	birthday	NOUN	NN	_	0	root	0:root	SpaceAfter=No
4	.	.	PUNCT	.	_	3	punct	3:punct	_
"
no no no trailer .,determiner,"1	no	_	_	_	_	4	discourse	_	_
2	no	_	_	_	_	1	conj	_	_
3	no	_	_	_	_	4	det	_	_
4	trailer	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	no	_	DET	DT	_	4	det	_	_
2	no	_	DET	DT	_	4	det	_	_
3	no	_	DET	DT	_	4	det	_	_
4	trailer	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_","1	No	no	DET	DT	_	4	discourse	4:discourse	_
2	no	no	DET	DT	_	1	conj	1:conj|4:discourse	_
3	no	no	DET	DT	_	4	det	4:det	_
4	trailer	trailer	NOUN	NN	_	0	root	0:root	SpaceAfter=No
5	.	.	PUNCT	.	_	4	punct	4:punct	_
"
