Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
"nice to see you , Purdie .","1	nice	_	_	_	_	0	root	_	_
2	to	_	_	_	_	3	mark	_	_
3	see	_	_	_	_	1	xcomp	_	_
4	you	_	_	_	_	3	obj	_	_
5	,	_	_	_	_	1	vocative	_	_
6	Purdie	_	_	_	_	1	vocative	_	_
7	.	_	_	_	_	1	punct	_	_","1	nice	_	ADJ	JJ	_	0	root	_	_
2	to	_	PART	TO	_	3	mark	_	_
3	see	_	VERB	VB	_	1	advcl	_	_
4	you	_	PRON	PRP	_	3	obj	_	_
5	,	_	PUNCT	,	_	6	punct	_	_
6	Purdie	_	PROPN	NNP	_	3	vocative	_	_
7	.	_	PUNCT	.	_	1	punct	_	_",
Purdie's coming down .,"1	Purdie's	_	_	_	_	2	nsubj	_	_
2	coming	_	_	_	_	0	root	_	_
3	down	_	_	_	_	2	advmod	_	_
4	.	_	_	_	_	2	punct	_	_","1	Purdie	_	PROPN	NNP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	coming	_	VERB	VBG	_	0	root	_	_
4	down	_	ADP	RP	_	3	compound:prt	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
it's going meow .,"1	it's	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	meow	_	_	_	_	2	xcomp	_	_
4	.	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	meow	_	NOUN	NN	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
"night night , crocodile .","1	night	_	_	_	_	2	compound	_	_
2	night	_	_	_	_	0	root	_	_
3	,	_	_	_	_	4	nmod:poss	_	_
4	crocodile	_	_	_	_	2	vocative	_	_
5	.	_	_	_	_	2	punct	_	_","1	night	_	NOUN	NN	_	2	compound	_	_
2	night	_	NOUN	NN	_	0	root	_	_
3	,	_	PUNCT	,	_	4	punct	_	_
4	crocodile	_	NOUN	NN	_	2	vocative	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
and Purdie's here .,"1	and	_	_	_	_	3	cc	_	_
2	Purdie's	_	_	_	_	3	nsubj	_	_
3	here	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	and	_	CCONJ	CC	_	4	cc	_	_
2	Purdie	_	PROPN	NNP	_	4	nmod:poss	_	_
3	's	_	PART	POS	_	2	case	_	_
4	here	_	ADV	RB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
"look , Purdie .","1	look	_	_	_	_	0	root	_	_
2	,	_	_	_	_	1	vocative	_	_
3	Purdie	_	_	_	_	1	vocative	_	_
4	.	_	_	_	_	1	punct	_	_","1	look	_	VERB	VB	_	0	root	_	_
2	,	_	PUNCT	,	_	3	punct	_	_
3	Purdie	_	PROPN	NNP	_	1	vocative	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
"Purdie , where are you ?","1	Purdie	_	_	_	_	3	vocative	_	_
2	,	_	_	_	_	3	cop	_	_
3	where	_	_	_	_	0	root	_	_
4	are	_	_	_	_	3	cop	_	_
5	you	_	_	_	_	3	nsubj	_	_
6	?	_	_	_	_	3	punct	_	_","1	Purdie	_	PROPN	NNP	_	3	vocative	_	_
2	,	_	PUNCT	,	_	1	punct	_	_
3	where	_	ADV	WRB	_	0	root	_	_
4	are	_	AUX	VBP	_	3	cop	_	_
5	you	_	PRON	PRP	_	4	nsubj	_	_
6	?	_	PUNCT	.	_	3	punct	_	_",
silly Thomas .,"1	silly	_	_	_	_	2	amod	_	_
2	Thomas	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	silly	_	ADJ	JJ	_	0	root	_	_
2	Thomas	_	PROPN	NNP	_	1	vocative	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
they're eating them .,"1	they're	_	_	_	_	2	nsubj	_	_
2	eating	_	_	_	_	0	root	_	_
3	them	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	they	_	PRON	PRP	_	3	nsubj	_	_
2	're	_	AUX	VBP	_	3	aux	_	_
3	eating	_	VERB	VBG	_	0	root	_	_
4	them	_	PRON	PRP	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
little baby's over there .,"1	little	_	_	_	_	2	amod	_	_
2	baby's	_	_	_	_	4	nsubj	_	_
3	over	_	_	_	_	4	case	_	_
4	there	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	little	_	ADJ	JJ	_	2	amod	_	_
2	baby	_	NOUN	NN	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	over	_	ADV	RB	_	5	advmod	_	_
5	there	_	ADV	RB	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
oh uhoh .,"1	oh	_	_	_	_	0	root	_	_
2	uhoh	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	uhoh	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	uhoh	uhoh	INTJ	UH	_	1	flat	1:flat	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
oh no .,"1	oh	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	no	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	discourse	1:discourse	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
Dips Dipsy likes strawberries .,"1	Dips	_	_	_	_	3	dislocated	_	_
2	Dipsy	_	_	_	_	3	nsubj	_	_
3	likes	_	_	_	_	0	root	_	_
4	strawberries	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	Dips	_	NOUN	NNS	_	3	nsubj	_	_
2	Dipsy	_	PROPN	NNP	_	1	flat	_	_
3	likes	_	VERB	VBZ	_	0	root	_	_
4	strawberries	_	NOUN	NNS	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
here you are .,"1	here	_	_	_	_	0	root	_	_
2	you	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	.	_	PUNCT	.	_	1	punct	_	_","1	Here	here	ADV	RB	_	0	root	0:root	_
2	you	you	PRON	PRP	_	1	nsubj	1:nsubj	_
3	are	be	AUX	VBP	_	1	cop	1:cop	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
want I wanna eat two now .,"1	want	_	_	_	_	3	reparandum	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	wanna	_	_	_	_	0	root	_	_
4	eat	_	_	_	_	3	xcomp	_	_
5	two	_	_	_	_	4	obj	_	_
6	now	_	_	_	_	4	advmod	_	_
7	.	_	_	_	_	3	punct	_	_","1	want	_	VERB	VBP	_	0	root	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	wan	_	VERB	VBP	_	1	ccomp	_	_
4	na	_	PART	TO	_	5	mark	_	_
5	eat	_	VERB	VB	_	3	xcomp	_	_
6	two	_	NUM	CD	_	5	obj	_	_
7	now	_	ADV	RB	_	5	advmod	_	_
8	.	_	PUNCT	.	_	1	punct	_	_",
no no .,"1	no	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	no	_	INTJ	UH	_	0	root	_	_
2	no	_	INTJ	UH	_	1	discourse	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	No	no	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	conj	1:conj	SpaceAfter=No
3	!	!	PUNCT	!	_	1	punct	1:punct	_
"
the tape's on board .,"1	the	_	_	_	_	2	det	_	_
2	tape's	_	_	_	_	4	nsubj	_	_
3	on	_	_	_	_	4	case	_	_
4	board	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	the	_	DET	DT	_	2	det	_	_
2	tape	_	NOUN	NN	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	on	_	ADP	IN	_	5	case	_	_
5	board	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
the tape's on board .,"1	the	_	_	_	_	2	det	_	_
2	tape's	_	_	_	_	4	nsubj	_	_
3	on	_	_	_	_	4	case	_	_
4	board	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	the	_	DET	DT	_	2	det	_	_
2	tape	_	NOUN	NN	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	on	_	ADP	IN	_	5	case	_	_
5	board	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
how come they got cars on them ?,"1	how	_	_	_	_	4	advmod	_	_
2	come	_	_	_	_	1	fixed	_	_
3	they	_	_	_	_	4	nsubj	_	_
4	got	_	_	_	_	0	root	_	_
5	cars	_	_	_	_	4	obj	_	_
6	on	_	_	_	_	7	case	_	_
7	them	_	_	_	_	4	obl	_	_
8	?	_	_	_	_	4	punct	_	_","1	how	_	ADV	WRB	_	2	advmod	_	_
2	come	_	VERB	VBP	_	4	advcl	_	_
3	they	_	PRON	PRP	_	4	nsubj	_	_
4	got	_	VERB	VBD	_	0	root	_	_
5	cars	_	NOUN	NNS	_	4	obj	_	_
6	on	_	ADP	IN	_	7	case	_	_
7	them	_	PRON	PRP	_	4	obl	_	_
8	?	_	PUNCT	.	_	4	punct	_	_",
yeah where is that thing ?,"1	yeah	_	_	_	_	2	discourse	_	_
2	where	_	_	_	_	0	root	_	_
3	is	_	_	_	_	2	cop	_	_
4	that	_	_	_	_	5	det	_	_
5	thing	_	_	_	_	2	nsubj	_	_
6	?	_	_	_	_	2	punct	_	_","1	yeah	_	INTJ	UH	_	2	discourse	_	_
2	where	_	ADV	WRB	_	0	root	_	_
3	is	_	AUX	VBZ	_	2	cop	_	_
4	that	_	DET	DT	_	5	nsubj	_	_
5	thing	_	NOUN	NN	_	2	nsubj	_	_
6	?	_	PUNCT	.	_	2	punct	_	_",
me that's my thing .,"1	me	_	_	_	_	0	root	_	_
2	that's	_	_	_	_	4	cop	_	_
3	my	_	_	_	_	4	nmod:poss	_	_
4	thing	_	_	_	_	1	parataxis	_	_
5	.	_	_	_	_	1	punct	_	_","1	me	_	PRON	PRP	_	5	vocative	_	_
2	that	_	PRON	DT	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	my	_	PRON	PRP$	_	5	nmod:poss	_	_
5	thing	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
okay how did it get to over there ?,"1	okay	_	_	_	_	5	discourse	_	_
2	how	_	_	_	_	5	advmod	_	_
3	did	_	_	_	_	5	aux	_	_
4	it	_	_	_	_	5	nsubj	_	_
5	get	_	_	_	_	0	root	_	_
6	to	_	_	_	_	7	reparandum	_	_
7	over	_	_	_	_	8	advmod	_	_
8	there	_	_	_	_	5	obl	_	_
9	?	_	_	_	_	5	punct	_	_","1	okay	_	INTJ	UH	_	5	discourse	_	_
2	how	_	ADV	WRB	_	5	advmod	_	_
3	did	_	AUX	VBD	_	5	aux	_	_
4	it	_	PRON	PRP	_	5	nsubj	_	_
5	get	_	VERB	VB	_	0	root	_	_
6	to	_	ADP	IN	_	5	obl	_	_
7	over	_	ADP	IN	_	8	case	_	_
8	there	_	ADV	RB	_	5	obl	_	_
9	?	_	PUNCT	.	_	5	punct	_	_",
can I leave my blanket down Daddy ?,"1	can	_	_	_	_	3	aux	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	leave	_	_	_	_	0	root	_	_
4	my	_	_	_	_	5	nmod:poss	_	_
5	blanket	_	_	_	_	3	obj	_	_
6	down	_	_	_	_	3	advmod	_	_
7	Daddy	_	_	_	_	3	vocative	_	_
8	?	_	_	_	_	3	punct	_	_","1	can	_	AUX	MD	_	3	aux	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	leave	_	VERB	VB	_	0	root	_	_
4	my	_	PRON	PRP$	_	5	nmod:poss	_	_
5	blanket	_	NOUN	NN	_	3	obj	_	_
6	down	_	ADP	IN	_	7	case	_	_
7	Daddy	_	PROPN	NNP	_	3	obl	_	_
8	?	_	PUNCT	.	_	3	punct	_	_",
I can't walk in the river Daddy .,"1	I	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	walk	_	_	_	_	0	root	_	_
4	in	_	_	_	_	6	case	_	_
5	the	_	_	_	_	6	det	_	_
6	river	_	_	_	_	3	obl	_	_
7	Daddy	_	_	_	_	3	vocative	_	_
8	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	walk	_	VERB	VB	_	0	root	_	_
5	in	_	ADP	IN	_	7	case	_	_
6	the	_	DET	DT	_	7	det	_	_
7	river	_	NOUN	NN	_	4	obl	_	_
8	Daddy	_	PROPN	NNP	_	4	vocative	_	_
9	.	_	PUNCT	.	_	4	punct	_	_",
if I have honey on my toast I want a big glass of milk okay ?,"1	if	_	_	_	_	3	mark	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	have	_	_	_	_	9	advcl	_	_
4	honey	_	_	_	_	3	obj	_	_
5	on	_	_	_	_	7	case	_	_
6	my	_	_	_	_	7	nmod:poss	_	_
7	toast	_	_	_	_	3	obl	_	_
8	I	_	_	_	_	9	nsubj	_	_
9	want	_	_	_	_	0	root	_	_
10	a	_	_	_	_	12	det	_	_
11	big	_	_	_	_	12	amod	_	_
12	glass	_	_	_	_	9	obj	_	_
13	of	_	_	_	_	14	case	_	_
14	milk	_	_	_	_	12	nmod	_	_
15	okay	_	_	_	_	9	discourse	_	_
16	?	_	_	_	_	9	punct	_	_","1	if	_	SCONJ	IN	_	3	mark	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	have	_	VERB	VBP	_	9	advcl	_	_
4	honey	_	NOUN	NN	_	3	obj	_	_
5	on	_	ADP	IN	_	7	case	_	_
6	my	_	PRON	PRP$	_	7	nmod:poss	_	_
7	toast	_	NOUN	NN	_	3	obl	_	_
8	I	_	PRON	PRP	_	9	nsubj	_	_
9	want	_	VERB	VBP	_	0	root	_	_
10	a	_	DET	DT	_	12	det	_	_
11	big	_	ADJ	JJ	_	12	amod	_	_
12	glass	_	NOUN	NN	_	9	obj	_	_
13	of	_	ADP	IN	_	14	case	_	_
14	milk	_	NOUN	NN	_	12	nmod	_	_
15	okay	_	ADJ	JJ	_	9	xcomp	_	_
16	?	_	PUNCT	.	_	9	punct	_	_",
I wanna put the honey on .,"1	I	_	_	_	_	2	nsubj	_	_
2	wanna	_	_	_	_	0	root	_	_
3	put	_	_	_	_	2	xcomp	_	_
4	the	_	_	_	_	5	det	_	_
5	honey	_	_	_	_	3	obj	_	_
6	on	_	_	_	_	3	compound:prt	_	_
7	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	wan	_	VERB	VBP	_	0	root	_	_
3	na	_	PART	TO	_	4	mark	_	_
4	put	_	VERB	VB	_	2	xcomp	_	_
5	the	_	DET	DT	_	6	det	_	_
6	honey	_	NOUN	NN	_	4	obj	_	_
7	on	_	ADP	RP	_	4	compound:prt	_	_
8	.	_	PUNCT	.	_	2	punct	_	_",
how come you'll put it on ?,"1	how	_	_	_	_	4	advmod	_	_
2	come	_	_	_	_	1	fixed	_	_
3	you'll	_	_	_	_	4	nsubj	_	_
4	put	_	_	_	_	0	root	_	_
5	it	_	_	_	_	4	obj	_	_
6	on	_	_	_	_	4	compound:prt	_	_
7	?	_	_	_	_	4	punct	_	_","1	how	_	ADV	WRB	_	2	advmod	_	_
2	come	_	VERB	VBP	_	5	advcl	_	_
3	you	_	PRON	PRP	_	5	nsubj	_	_
4	'll	_	AUX	MD	_	5	aux	_	_
5	put	_	VERB	VB	_	0	root	_	_
6	it	_	PRON	PRP	_	5	obj	_	_
7	on	_	ADP	RP	_	5	compound:prt	_	_
8	?	_	PUNCT	.	_	5	punct	_	_",
okay except are you going to get me new milk ?,"1	okay	_	_	_	_	5	discourse	_	_
2	except	_	_	_	_	5	cc	_	_
3	are	_	_	_	_	5	aux	_	_
4	you	_	_	_	_	5	nsubj	_	_
5	going	_	_	_	_	0	root	_	_
6	to	_	_	_	_	7	mark	_	_
7	get	_	_	_	_	5	xcomp	_	_
8	me	_	_	_	_	7	iobj	_	_
9	new	_	_	_	_	10	amod	_	_
10	milk	_	_	_	_	7	obj	_	_
11	?	_	_	_	_	5	punct	_	_","1	okay	_	INTJ	UH	_	5	discourse	_	_
2	except	_	SCONJ	IN	_	5	mark	_	_
3	are	_	AUX	VBP	_	5	aux	_	_
4	you	_	PRON	PRP	_	5	nsubj	_	_
5	going	_	VERB	VBG	_	0	root	_	_
6	to	_	PART	TO	_	7	mark	_	_
7	get	_	VERB	VB	_	5	xcomp	_	_
8	me	_	PRON	PRP	_	7	iobj	_	_
9	new	_	ADJ	JJ	_	10	amod	_	_
10	milk	_	NOUN	NN	_	7	obj	_	_
11	?	_	PUNCT	.	_	5	punct	_	_",
how how do you know it's shaped different ?,"1	how	_	_	_	_	2	reparandum	_	_
2	how	_	_	_	_	5	advmod	_	_
3	do	_	_	_	_	5	aux	_	_
4	you	_	_	_	_	5	nsubj	_	_
5	know	_	_	_	_	0	root	_	_
6	it's	_	_	_	_	7	nsubj	_	_
7	shaped	_	_	_	_	5	ccomp	_	_
8	different	_	_	_	_	7	xcomp	_	_
9	?	_	_	_	_	5	punct	_	_","1	how	_	ADV	WRB	_	2	advmod	_	_
2	how	_	ADV	WRB	_	5	advmod	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	you	_	PRON	PRP	_	5	nsubj	_	_
5	know	_	VERB	VB	_	0	root	_	_
6	it	_	PRON	PRP	_	8	nsubj:pass	_	_
7	's	_	AUX	VBZ	_	8	aux:pass	_	_
8	shaped	_	VERB	VBN	_	5	ccomp	_	_
9	different	_	ADJ	JJ	_	8	xcomp	_	_
10	?	_	PUNCT	.	_	5	punct	_	_",
I can't see it .,"1	I	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	see	_	_	_	_	0	root	_	_
4	it	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	see	_	VERB	VB	_	0	root	_	_
5	it	_	PRON	PRP	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
do you know this is wheat bread because it's made from wheat ?,"1	do	_	_	_	_	3	aux	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	know	_	_	_	_	0	root	_	_
4	this	_	_	_	_	7	nsubj	_	_
5	is	_	_	_	_	7	cop	_	_
6	wheat	_	_	_	_	7	compound	_	_
7	bread	_	_	_	_	3	ccomp	_	_
8	because	_	_	_	_	10	mark	_	_
9	it's	_	_	_	_	10	aux:pass	_	_
10	made	_	_	_	_	7	advcl	_	_
11	from	_	_	_	_	12	case	_	_
12	wheat	_	_	_	_	10	obl	_	_
13	?	_	_	_	_	3	punct	_	_","1	do	_	AUX	VBP	_	3	aux	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	know	_	VERB	VB	_	0	root	_	_
4	this	_	PRON	DT	_	7	nsubj	_	_
5	is	_	AUX	VBZ	_	7	cop	_	_
6	wheat	_	NOUN	NN	_	7	compound	_	_
7	bread	_	NOUN	NN	_	3	ccomp	_	_
8	because	_	SCONJ	IN	_	11	mark	_	_
9	it	_	PRON	PRP	_	11	nsubj:pass	_	_
10	's	_	AUX	VBZ	_	11	aux:pass	_	_
11	made	_	VERB	VBN	_	7	advcl	_	_
12	from	_	ADP	IN	_	13	case	_	_
13	wheat	_	NOUN	NN	_	11	obl	_	_
14	?	_	PUNCT	.	_	3	punct	_	_",
I didn't know that .,"1	I	_	_	_	_	3	nsubj	_	_
2	didn't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	that	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	did	_	AUX	VBD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	that	_	PRON	DT	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
no I thought it wasn't wheat bread .,"1	no	_	_	_	_	3	discourse	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	thought	_	_	_	_	0	root	_	_
4	it	_	_	_	_	7	nsubj	_	_
5	wasn't	_	_	_	_	7	cop	_	_
6	wheat	_	_	_	_	7	compound	_	_
7	bread	_	_	_	_	3	ccomp	_	_
8	.	_	_	_	_	3	punct	_	_","1	no	_	INTJ	UH	_	3	discourse	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	thought	_	VERB	VBD	_	0	root	_	_
4	it	_	PRON	PRP	_	8	nsubj	_	_
5	was	_	AUX	VBD	_	8	cop	_	_
6	n't	_	PART	RB	_	8	advmod	_	_
7	wheat	_	NOUN	NN	_	8	compound	_	_
8	bread	_	NOUN	NN	_	3	ccomp	_	_
9	.	_	PUNCT	.	_	3	punct	_	_",
because it's made from wheat .,"1	because	_	_	_	_	3	mark	_	_
2	it's	_	_	_	_	3	aux:pass	_	_
3	made	_	_	_	_	0	root	_	_
4	from	_	_	_	_	5	case	_	_
5	wheat	_	_	_	_	3	obl	_	_
6	.	_	_	_	_	3	punct	_	_","1	because	_	SCONJ	IN	_	4	mark	_	_
2	it	_	PRON	PRP	_	4	nsubj:pass	_	_
3	's	_	AUX	VBZ	_	4	aux:pass	_	_
4	made	_	VERB	VBN	_	0	root	_	_
5	from	_	ADP	IN	_	6	case	_	_
6	wheat	_	NOUN	NN	_	4	obl	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
no I don't like wheat bread .,"1	no	_	_	_	_	4	discourse	_	_
2	I	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	like	_	_	_	_	0	root	_	_
5	wheat	_	_	_	_	6	compound	_	_
6	bread	_	_	_	_	4	obj	_	_
7	.	_	_	_	_	4	punct	_	_","1	no	_	INTJ	UH	_	5	discourse	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	like	_	VERB	VB	_	0	root	_	_
6	wheat	_	NOUN	NN	_	7	compound	_	_
7	bread	_	NOUN	NN	_	5	obj	_	_
8	.	_	PUNCT	.	_	5	punct	_	_",
that's black .,"1	that's	_	_	_	_	2	nsubj	_	_
2	black	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	that	_	PRON	DT	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	black	_	ADJ	JJ	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
which part did Momma like ?,"1	which	_	_	_	_	2	det	_	_
2	part	_	_	_	_	5	obj	_	_
3	did	_	_	_	_	5	aux	_	_
4	Momma	_	_	_	_	5	nsubj	_	_
5	like	_	_	_	_	0	root	_	_
6	?	_	_	_	_	5	punct	_	_","1	which	_	DET	WDT	_	2	det	_	_
2	part	_	NOUN	NN	_	3	nsubj	_	_
3	did	_	AUX	VBD	_	0	root	_	_
4	Momma	_	PROPN	NNP	_	3	nsubj	_	_
5	like	_	INTJ	UH	_	2	discourse	_	_
6	?	_	PUNCT	.	_	3	punct	_	_",
how come you didn't like them all ?,"1	how	_	_	_	_	5	advmod	_	_
2	come	_	_	_	_	1	fixed	_	_
3	you	_	_	_	_	5	nsubj	_	_
4	didn't	_	_	_	_	5	aux	_	_
5	like	_	_	_	_	0	root	_	_
6	them	_	_	_	_	5	obj	_	_
7	all	_	_	_	_	6	det	_	_
8	?	_	_	_	_	5	punct	_	_","1	how	_	ADV	WRB	_	2	advmod	_	_
2	come	_	VERB	VBP	_	6	advcl	_	_
3	you	_	PRON	PRP	_	6	nsubj	_	_
4	did	_	AUX	VBD	_	6	aux	_	_
5	n't	_	PART	RB	_	6	advmod	_	_
6	like	_	VERB	VB	_	0	root	_	_
7	them	_	PRON	PRP	_	6	obj	_	_
8	all	_	DET	DT	_	6	obj	_	_
9	?	_	PUNCT	.	_	2	punct	_	_",
I didn't spill it .,"1	I	_	_	_	_	3	nsubj	_	_
2	didn't	_	_	_	_	3	aux	_	_
3	spill	_	_	_	_	0	root	_	_
4	it	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	did	_	AUX	VBD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	spill	_	VERB	VB	_	0	root	_	_
5	it	_	PRON	PRP	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
I didn't spill it .,"1	I	_	_	_	_	3	nsubj	_	_
2	didn't	_	_	_	_	3	aux	_	_
3	spill	_	_	_	_	0	root	_	_
4	it	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	did	_	AUX	VBD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	spill	_	VERB	VB	_	0	root	_	_
5	it	_	PRON	PRP	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
you did spill it remember ?,"1	you	_	_	_	_	3	nsubj	_	_
2	did	_	_	_	_	3	aux	_	_
3	spill	_	_	_	_	0	root	_	_
4	it	_	_	_	_	3	obj	_	_
5	remember	_	_	_	_	3	parataxis	_	_
6	?	_	_	_	_	3	punct	_	_","1	you	_	PRON	PRP	_	3	nsubj	_	_
2	did	_	AUX	VBD	_	3	aux	_	_
3	spill	_	VERB	VB	_	0	root	_	_
4	it	_	PRON	PRP	_	3	obj	_	_
5	remember	_	VERB	VB	_	3	xcomp	_	_
6	?	_	PUNCT	.	_	3	punct	_	_",
I'm not thinking about anything .,"1	I'm	_	_	_	_	3	aux	_	_
2	not	_	_	_	_	3	advmod	_	_
3	thinking	_	_	_	_	0	root	_	_
4	about	_	_	_	_	5	case	_	_
5	anything	_	_	_	_	3	obl	_	_
6	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	'm	_	AUX	VBP	_	4	aux	_	_
3	not	_	PART	RB	_	4	advmod	_	_
4	thinking	_	VERB	VBG	_	0	root	_	_
5	about	_	ADP	IN	_	6	case	_	_
6	anything	_	PRON	NN	_	4	obl	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
