# sentence: Thomas what 's the matter what 's the matter ?
Gold: token=Thomas, upos=PROPN, xpos=NNP, head=5, label=vocative
------------------------------------------------------------

# sentence: You 're not to spill this .
Gold: token=You, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token='re, upos=AUX, xpos=VBP, head=3, label=cop
Pred: token='re, upos=AUX, xpos=VBP, head=0, label=root
Gold: token=not, upos=PART, xpos=RB, head=0, label=root
Pred: token=not, upos=PART, xpos=RB, head=2, label=advmod
Gold: token=to, upos=PART, xpos=TO, head=5, label=mark
Pred: token=to, upos=PART, xpos=TO, head=5, label=mark
Gold: token=spill, upos=VERB, xpos=VB, head=3, label=xcomp
Pred: token=spill, upos=VERB, xpos=VB, head=2, label=advcl
Gold: token=this, upos=PRON, xpos=DT, head=5, label=obj
Pred: token=this, upos=PRON, xpos=DT, head=5, label=obj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Eve stool .
Gold: token=Eve, upos=PROPN, xpos=NNP, head=2, label=nmod
Pred: token=Eve, upos=NOUN, xpos=NN, head=2, label=compound
Gold: token=stool, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=stool, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Sandy 's climbing up a tree .
Gold: token=Sandy, upos=PROPN, xpos=NNP, head=3, label=nsubj
Pred: token=Sandy, upos=PROPN, xpos=NNP, head=3, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=3, label=aux
Pred: token='s, upos=AUX, xpos=VBZ, head=3, label=aux
Gold: token=climbing, upos=VERB, xpos=VBG, head=0, label=root
Pred: token=climbing, upos=VERB, xpos=VBG, head=0, label=root
Gold: token=up, upos=ADP, xpos=RP, head=6, label=case
Pred: token=up, upos=ADP, xpos=RP, head=3, label=prt
Gold: token=a, upos=DET, xpos=DT, head=6, label=det
Pred: token=a, upos=DET, xpos=DT, head=6, label=det
Gold: token=tree, upos=NOUN, xpos=NN, head=3, label=obl
Pred: token=tree, upos=NOUN, xpos=NN, head=3, label=obj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Because the heat and the whole thing is out in the room .
Gold: token=Because, upos=SCONJ, xpos=IN, head=9, label=mark
Pred: token=Because, upos=SCONJ, xpos=IN, head=3, label=mark
Gold: token=the, upos=DET, xpos=DT, head=3, label=det
Pred: token=the, upos=DET, xpos=DT, head=3, label=det
Gold: token=heat, upos=NOUN, xpos=NN, head=9, label=nsubj
Pred: token=heat, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=and, upos=CCONJ, xpos=CC, head=7, label=cc
Pred: token=and, upos=CCONJ, xpos=CC, head=9, label=cc
Gold: token=the, upos=DET, xpos=DT, head=7, label=det
Pred: token=the, upos=DET, xpos=DT, head=7, label=det
Gold: token=whole, upos=ADJ, xpos=JJ, head=7, label=amod
Pred: token=whole, upos=ADJ, xpos=JJ, head=7, label=amod
Gold: token=thing, upos=NOUN, xpos=NN, head=3, label=conj
Pred: token=thing, upos=NOUN, xpos=NN, head=9, label=nsubj
Gold: token=is, upos=AUX, xpos=VBZ, head=9, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=9, label=cop
Gold: token=out, upos=ADV, xpos=RB, head=0, label=root
Pred: token=out, upos=ADV, xpos=RB, head=3, label=conj
Gold: token=in, upos=ADP, xpos=IN, head=12, label=case
Pred: token=in, upos=ADP, xpos=IN, head=12, label=case
Gold: token=the, upos=DET, xpos=DT, head=12, label=det
Pred: token=the, upos=DET, xpos=DT, head=12, label=det
Gold: token=room, upos=NOUN, xpos=NN, head=9, label=nmod
Pred: token=room, upos=NOUN, xpos=NN, head=9, label=obl
Gold: token=., upos=PUNCT, xpos=., head=9, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Heat right right fire .
Gold: token=Heat, upos=VERB, xpos=VB, head=4, label=nmod
Pred: token=Heat, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=right, upos=ADJ, xpos=JJ, head=3, label=reparandum
Pred: token=right, upos=ADV, xpos=RB, head=4, label=advmod
Gold: token=right, upos=ADJ, xpos=JJ, head=4, label=advmod
Pred: token=right, upos=ADV, xpos=RB, head=4, label=amod
Gold: token=fire, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=fire, upos=NOUN, xpos=NN, head=1, label=conj
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Heat right in the fire .
Gold: token=Heat, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Heat, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=right, upos=ADV, xpos=RB, head=5, label=advmod
Pred: token=right, upos=ADV, xpos=RB, head=5, label=advmod
Gold: token=in, upos=ADP, xpos=IN, head=5, label=case
Pred: token=in, upos=ADP, xpos=IN, head=5, label=case
Gold: token=the, upos=DET, xpos=DT, head=5, label=det
Pred: token=the, upos=DET, xpos=DT, head=5, label=det
Gold: token=fire, upos=NOUN, xpos=NN, head=1, label=nmod
Pred: token=fire, upos=NOUN, xpos=NN, head=1, label=nmod
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Give Eve paper .
Gold: token=Give, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Give, upos=VERB, xpos=VB, head=0, label=root
Gold: token=Eve, upos=PROPN, xpos=NNP, head=3, label=iobj
Pred: token=Eve, upos=PROPN, xpos=NNP, head=1, label=iobj
Gold: token=paper, upos=NOUN, xpos=NN, head=1, label=obj
Pred: token=paper, upos=NOUN, xpos=NN, head=1, label=obj
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Baby Sarah sleeping .
Gold: token=Baby, upos=NOUN, xpos=NN, head=2, label=nmod
Pred: token=Baby, upos=NOUN, xpos=NN, head=3, label=nsubj
Gold: token=Sarah, upos=PROPN, xpos=NNP, head=3, label=nsubj
Pred: token=Sarah, upos=PROPN, xpos=NNP, head=3, label=nsubj
Gold: token=sleeping, upos=VERB, xpos=VBG, head=0, label=root
Pred: token=sleeping, upos=VERB, xpos=VBG, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Baby Sarah 's waking up .
Gold: token=Baby, upos=PROPN, xpos=NNP, head=2, label=nmod
Pred: token=Baby, upos=NOUN, xpos=NN, head=4, label=nsubj
Gold: token=Sarah, upos=PROPN, xpos=NNP, head=4, label=nsubj
Pred: token=Sarah, upos=PROPN, xpos=NNP, head=4, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=4, label=aux
Pred: token='s, upos=AUX, xpos=VBZ, head=4, label=aux
Gold: token=waking, upos=VERB, xpos=VBG, head=0, label=root
Pred: token=waking, upos=VERB, xpos=VBG, head=0, label=root
Gold: token=up, upos=ADP, xpos=RP, head=4, label=prt
Pred: token=up, upos=ADP, xpos=RP, head=4, label=prt
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Go write some a b c .
Gold: token=Go, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Go, upos=VERB, xpos=VB, head=0, label=root
Gold: token=write, upos=VERB, xpos=VB, head=1, label=xcomp
Pred: token=write, upos=VERB, xpos=VB, head=1, label=compound
Gold: token=some, upos=DET, xpos=DT, head=4, label=det
Pred: token=some, upos=DET, xpos=DT, head=2, label=obj
Gold: token=a, upos=DET, xpos=DT, head=2, label=obj
Pred: token=a, upos=DET, xpos=DT, head=3, label=conj
Gold: token=b, upos=NOUN, xpos=NN, head=4, label=conj
Pred: token=b, upos=NOUN, xpos=NN, head=3, label=conj
Gold: token=c, upos=NOUN, xpos=NN, head=4, label=conj
Pred: token=c, upos=PROPN, xpos=NNP, head=3, label=conj
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: You want your bibbie ?
Gold: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Pred: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=want, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=want, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=your, upos=PRON, xpos=PRP$, head=4, label=det
Pred: token=your, upos=PRON, xpos=PRP$, head=4, label=poss
Gold: token=bibbie, upos=NOUN, xpos=NN, head=2, label=obj
Pred: token=bibbie, upos=NOUN, xpos=NN, head=2, label=obj
Gold: token=?, upos=PUNCT, xpos=., head=2, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=2, label=punct
------------------------------------------------------------

# sentence: Write a b c Papa .
Gold: token=Write, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Write, upos=VERB, xpos=VB, head=0, label=root
Gold: token=a, upos=DET, xpos=DT, head=1, label=obj
Pred: token=a, upos=DET, xpos=DT, head=1, label=obj
Gold: token=b, upos=NOUN, xpos=NN, head=2, label=conj
Pred: token=b, upos=NOUN, xpos=NN, head=2, label=conj
Gold: token=c, upos=NOUN, xpos=NN, head=2, label=conj
Pred: token=c, upos=PROPN, xpos=NNP, head=2, label=conj
Gold: token=Papa, upos=PROPN, xpos=NNP, head=1, label=vocative
Pred: token=Papa, upos=PROPN, xpos=NNP, head=1, label=vocative
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Mommy stool .
Gold: token=Mommy, upos=PROPN, xpos=NNP, head=2, label=nmod
Pred: token=Mommy, upos=NOUN, xpos=NN, head=2, label=vocative
Gold: token=stool, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=stool, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Oh I forgot your spoon .
Gold: token=Oh, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=forgot, upos=VERB, xpos=VBD, head=0, label=root
Pred: token=forgot, upos=VERB, xpos=VBD, head=0, label=root
Gold: token=your, upos=PRON, xpos=PRP$, head=5, label=det
Pred: token=your, upos=PRON, xpos=PRP$, head=5, label=poss
Gold: token=spoon, upos=NOUN, xpos=NN, head=3, label=obj
Pred: token=spoon, upos=NOUN, xpos=NN, head=3, label=obj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Yeah a b a b c .
Gold: token=Yeah, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Yeah, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=a, upos=DET, xpos=DT, head=0, label=root
Pred: token=a, upos=DET, xpos=DT, head=0, label=root
Gold: token=b, upos=NOUN, xpos=NN, head=2, label=conj
Pred: token=b, upos=NOUN, xpos=NN, head=2, label=conj
Gold: token=a, upos=DET, xpos=DT, head=2, label=conj
Pred: token=a, upos=DET, xpos=DT, head=2, label=conj
Gold: token=b, upos=NOUN, xpos=NN, head=2, label=conj
Pred: token=b, upos=NOUN, xpos=NN, head=2, label=conj
Gold: token=c, upos=NOUN, xpos=NN, head=2, label=conj
Pred: token=c, upos=PROPN, xpos=NNP, head=2, label=conj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: O .
Gold: token=O, upos=INTJ, xpos=UH, head=0, label=root
Pred: token=O, upos=PROPN, xpos=NNP, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Wait a minute another one Fraser do it .
Gold: token=Wait, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Wait, upos=VERB, xpos=VB, head=0, label=root
Gold: token=a, upos=DET, xpos=DT, head=3, label=det
Pred: token=a, upos=DET, xpos=DT, head=3, label=det
Gold: token=minute, upos=NOUN, xpos=NN, head=1, label=obj
Pred: token=minute, upos=NOUN, xpos=NN, head=1, label=obl:tmod
Gold: token=another, upos=DET, xpos=DT, head=5, label=det
Pred: token=another, upos=DET, xpos=DT, head=5, label=det
Gold: token=one, upos=NUM, xpos=CD, head=1, label=parataxis
Pred: token=one, upos=NUM, xpos=CD, head=1, label=parataxis
Gold: token=Fraser, upos=PROPN, xpos=NNP, head=7, label=nsubj
Pred: token=Fraser, upos=PROPN, xpos=NNP, head=7, label=nsubj
Gold: token=do, upos=VERB, xpos=VB, head=1, label=parataxis
Pred: token=do, upos=VERB, xpos=VB, head=1, label=parataxis
Gold: token=it, upos=PRON, xpos=PRP, head=7, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=7, label=obj
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Eve letter .
Gold: token=Eve, upos=PROPN, xpos=NNP, head=2, label=poss
Pred: token=Eve, upos=NOUN, xpos=NN, head=2, label=compound
Gold: token=letter, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=letter, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: I 'm going to go in the basement Eve .
Gold: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token='m, upos=AUX, xpos=VBP, head=3, label=aux
Pred: token='m, upos=AUX, xpos=VBP, head=3, label=aux
Gold: token=going, upos=VERB, xpos=VBG, head=0, label=root
Pred: token=going, upos=VERB, xpos=VBG, head=0, label=root
Gold: token=to, upos=PART, xpos=TO, head=5, label=mark
Pred: token=to, upos=PART, xpos=TO, head=5, label=mark
Gold: token=go, upos=VERB, xpos=VB, head=3, label=xcomp
Pred: token=go, upos=VERB, xpos=VB, head=3, label=xcomp
Gold: token=in, upos=ADP, xpos=IN, head=8, label=case
Pred: token=in, upos=ADP, xpos=IN, head=8, label=case
Gold: token=the, upos=DET, xpos=DT, head=8, label=det
Pred: token=the, upos=DET, xpos=DT, head=8, label=det
Gold: token=basement, upos=NOUN, xpos=NN, head=5, label=obl
Pred: token=basement, upos=NOUN, xpos=NN, head=5, label=obl
Gold: token=Eve, upos=PROPN, xpos=NNP, head=3, label=discourse
Pred: token=Eve, upos=PROPN, xpos=NNP, head=5, label=vocative
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: And he had his breakfast in bed .
Gold: token=And, upos=CCONJ, xpos=CC, head=3, label=cc
Pred: token=And, upos=CCONJ, xpos=CC, head=3, label=cc
Gold: token=he, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=he, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=had, upos=VERB, xpos=VBD, head=0, label=root
Pred: token=had, upos=VERB, xpos=VBD, head=0, label=root
Gold: token=his, upos=PRON, xpos=PRP$, head=5, label=det
Pred: token=his, upos=PRON, xpos=PRP$, head=5, label=poss
Gold: token=breakfast, upos=NOUN, xpos=NN, head=3, label=obj
Pred: token=breakfast, upos=NOUN, xpos=NN, head=3, label=obj
Gold: token=in, upos=ADP, xpos=IN, head=7, label=case
Pred: token=in, upos=ADP, xpos=IN, head=7, label=case
Gold: token=bed, upos=NOUN, xpos=NN, head=3, label=obl
Pred: token=bed, upos=NOUN, xpos=NN, head=3, label=obl
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: A b c there again .
Gold: token=A, upos=DET, xpos=DT, head=0, label=root
Pred: token=A, upos=DET, xpos=DT, head=0, label=root
Gold: token=b, upos=NOUN, xpos=NN, head=1, label=conj
Pred: token=b, upos=NOUN, xpos=NN, head=1, label=conj
Gold: token=c, upos=NOUN, xpos=NN, head=1, label=conj
Pred: token=c, upos=NOUN, xpos=NN, head=1, label=conj
Gold: token=there, upos=ADV, xpos=RB, head=1, label=advmod
Pred: token=there, upos=ADV, xpos=RB, head=1, label=advmod
Gold: token=again, upos=ADV, xpos=RB, head=4, label=advmod
Pred: token=again, upos=ADV, xpos=RB, head=1, label=advmod
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Papa 's breakfast yes .
Gold: token=Papa, upos=PROPN, xpos=NNP, head=3, label=poss
Pred: token=Papa, upos=PROPN, xpos=NNP, head=3, label=poss
Gold: token='s, upos=PART, xpos=POS, head=1, label=case
Pred: token='s, upos=PART, xpos=POS, head=1, label=case
Gold: token=breakfast, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=breakfast, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=yes, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=yes, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: No you may not have it no .
Gold: token=No, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=No, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=you, upos=PRON, xpos=PRP, head=5, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=5, label=nsubj
Gold: token=may, upos=AUX, xpos=MD, head=5, label=aux
Pred: token=may, upos=AUX, xpos=MD, head=5, label=aux
Gold: token=not, upos=PART, xpos=RB, head=5, label=advmod
Pred: token=not, upos=PART, xpos=RB, head=5, label=advmod
Gold: token=have, upos=VERB, xpos=VB, head=0, label=root
Pred: token=have, upos=VERB, xpos=VB, head=0, label=root
Gold: token=it, upos=PRON, xpos=PRP, head=5, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=5, label=obj
Gold: token=no, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=no, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=., upos=PUNCT, xpos=., head=5, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: Okay what do we do now then ?
Gold: token=Okay, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=Okay, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=what, upos=PRON, xpos=WP, head=5, label=obj
Pred: token=what, upos=PRON, xpos=WP, head=5, label=obj
Gold: token=do, upos=AUX, xpos=VBP, head=5, label=aux
Pred: token=do, upos=AUX, xpos=VBP, head=5, label=aux
Gold: token=we, upos=PRON, xpos=PRP, head=5, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=5, label=nsubj
