Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
I didn't spill it .,"I	_	_	_	_	_	3	nsubj	_	_
didn't	_	_	_	_	_	3	aux	_	_
spill	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	_	_	_	_	3	nsubj	_	_
didn't	_	_	_	_	_	3	advmod	_	_
spill	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	4	nsubj	_	_
did	_	AUX	VBD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
spill	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	4	obj	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
you did spill it remember ?,"you	_	_	_	_	_	3	nsubj	_	_
did	_	_	_	_	_	3	aux	_	_
spill	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	3	obj	_	_
remember	_	_	_	_	_	3	parataxis	_	_
?	_	_	_	_	_	3	punct	_	_","you	_	_	_	_	_	3	nsubj	_	_
did	_	_	_	_	_	3	aux	_	_
spill	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	3	obj	_	_
remember	_	_	_	_	_	3	parataxis	_	_
?	_	_	_	_	_	3	punct	_	_","you	_	PRON	PRP	_	_	3	nsubj	_	_
did	_	AUX	VBD	_	_	3	aux	_	_
spill	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	3	obj	_	_
remember	_	VERB	VB	_	_	3	xcomp	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
I'm not thinking about anything .,"I'm	_	_	_	_	_	3	aux	_	_
not	_	_	_	_	_	3	advmod	_	_
thinking	_	_	_	_	_	0	root	_	_
about	_	_	_	_	_	5	case	_	_
anything	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","I'm	_	_	_	_	_	3	nsubj	_	_
not	_	_	_	_	_	3	advmod	_	_
thinking	_	_	_	_	_	0	root	_	_
about	_	_	_	_	_	5	case	_	_
anything	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	4	nsubj	_	_
'm	_	AUX	VBP	_	_	4	aux	_	_
not	_	PART	RB	_	_	4	advmod	_	_
thinking	_	VERB	VBG	_	_	0	root	_	_
about	_	ADP	IN	_	_	6	case	_	_
anything	_	PRON	NN	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
Daddy I couldn't eat the rest .,"Daddy	_	_	_	_	_	4	vocative	_	_
I	_	_	_	_	_	4	nsubj	_	_
couldn't	_	_	_	_	_	4	aux	_	_
eat	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	6	det	_	_
rest	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	4	punct	_	_","Daddy	_	_	_	_	_	4	vocative	_	_
I	_	_	_	_	_	4	nsubj	_	_
couldn't	_	_	_	_	_	4	aux	_	_
eat	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	6	det	_	_
rest	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	4	punct	_	_","Daddy	_	PROPN	NNP	_	_	5	vocative	_	_
I	_	PRON	PRP	_	_	5	nsubj	_	_
could	_	AUX	MD	_	_	5	aux	_	_
n't	_	PART	RB	_	_	5	advmod	_	_
eat	_	VERB	VB	_	_	0	root	_	_
the	_	DET	DT	_	_	7	det	_	_
rest	_	NOUN	NN	_	_	5	obj	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
get down .,"get	_	_	_	_	_	0	root	_	_
down	_	_	_	_	_	1	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","get	_	_	_	_	_	0	root	_	_
down	_	_	_	_	_	1	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","get	_	VERB	VB	_	_	0	root	_	_
down	_	ADP	RP	_	_	1	compound:prt	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
help help .,"help	_	_	_	_	_	0	root	_	_
help	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","help	_	_	_	_	_	0	root	_	_
help	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","help	_	VERB	VB	_	_	0	root	_	_
help	_	VERB	VB	_	_	1	xcomp	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
help help help help .,"help	_	_	_	_	_	0	root	_	_
help	_	_	_	_	_	1	conj	_	_
help	_	_	_	_	_	1	conj	_	_
help	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","help	_	_	_	_	_	0	root	_	_
help	_	_	_	_	_	1	conj	_	_
help	_	_	_	_	_	1	conj	_	_
help	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","help	_	VERB	VB	_	_	0	root	_	_
help	_	VERB	VB	_	_	1	xcomp	_	_
help	_	VERB	VB	_	_	2	xcomp	_	_
help	_	VERB	VB	_	_	3	xcomp	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
night night .,"night	_	_	_	_	_	0	root	_	_
night	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","night	_	_	_	_	_	2	compound	_	_
night	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","night	_	NOUN	NN	_	_	2	compound	_	_
night	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh oh .,"oh	_	_	_	_	_	0	root	_	_
oh	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	0	root	_	_
oh	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	INTJ	UH	_	_	0	root	_	_
oh	_	INTJ	UH	_	_	1	discourse	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
knock knock who's there ?,"knock	_	_	_	_	_	2	compound	_	_
knock	_	_	_	_	_	0	root	_	_
who's	_	_	_	_	_	4	nsubj	_	_
there	_	_	_	_	_	1	parataxis	_	_
?	_	_	_	_	_	2	punct	_	_","knock	_	_	_	_	_	0	root	_	_
knock	_	_	_	_	_	1	parataxis	_	_
who's	_	_	_	_	_	4	nsubj	_	_
there	_	_	_	_	_	1	parataxis	_	_
?	_	_	_	_	_	1	punct	_	_","knock	_	VERB	VB	_	_	0	root	_	_
knock	_	NOUN	NN	_	_	1	obj	_	_
who	_	PRON	WP	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
there	_	ADV	RB	_	_	2	acl:relcl	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
oh it's there .,"oh	_	_	_	_	_	3	discourse	_	_
it's	_	_	_	_	_	3	nsubj	_	_
there	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","oh	_	_	_	_	_	3	discourse	_	_
it's	_	_	_	_	_	3	nsubj	_	_
there	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","oh	_	INTJ	UH	_	_	4	discourse	_	_
it	_	PRON	PRP	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
there	_	ADV	RB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
what's this ?,"what's	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	nsubj	_	_
this	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
this	_	PRON	DT	_	_	0	root	_	_
?	_	PUNCT	.	_	_	3	punct	_	_"
"Mommy , I want food .","Mommy	_	_	_	_	_	4	vocative	_	_
,	_	_	_	_	_	4	mark	_	_
I	_	_	_	_	_	4	nsubj	_	_
want	_	_	_	_	_	0	root	_	_
food	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	4	punct	_	_","Mommy	_	_	_	_	_	4	vocative	_	_
,	_	_	_	_	_	1	punct	_	_
I	_	_	_	_	_	4	nsubj	_	_
want	_	_	_	_	_	0	root	_	_
food	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	4	punct	_	_","Mommy	_	INTJ	UH	_	_	4	discourse	_	_
,	_	PUNCT	,	_	_	1	punct	_	_
I	_	PRON	PRP	_	_	4	nsubj	_	_
want	_	VERB	VBP	_	_	0	root	_	_
food	_	NOUN	NN	_	_	4	obj	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
"she can't come because she's sick , that's why .","she	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
come	_	_	_	_	_	0	root	_	_
because	_	_	_	_	_	6	mark	_	_
she's	_	_	_	_	_	6	cop	_	_
sick	_	_	_	_	_	3	advcl	_	_
,	_	_	_	_	_	9	mark	_	_
that's	_	_	_	_	_	9	nsubj	_	_
why	_	_	_	_	_	3	parataxis	_	_
.	_	_	_	_	_	3	punct	_	_","she	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
come	_	_	_	_	_	0	root	_	_
because	_	_	_	_	_	6	mark	_	_
she's	_	_	_	_	_	6	cop	_	_
sick	_	_	_	_	_	3	advcl	_	_
,	_	_	_	_	_	9	punct	_	_
that's	_	_	_	_	_	9	cop	_	_
why	_	_	_	_	_	3	parataxis	_	_
.	_	_	_	_	_	3	punct	_	_","she	_	PRON	PRP	_	_	4	nsubj	_	_
ca	_	AUX	MD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
come	_	VERB	VB	_	_	0	root	_	_
because	_	SCONJ	IN	_	_	8	mark	_	_
she	_	PRON	PRP	_	_	8	nsubj	_	_
's	_	AUX	VBZ	_	_	8	cop	_	_
sick	_	ADJ	JJ	_	_	4	advcl	_	_
,	_	PUNCT	,	_	_	12	punct	_	_
that	_	PRON	DT	_	_	12	nsubj	_	_
's	_	AUX	VBZ	_	_	12	cop	_	_
why	_	ADV	WRB	_	_	4	parataxis	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
"shoot , he didn't fix our dishwasher .","shoot	_	_	_	_	_	5	discourse	_	_
,	_	_	_	_	_	5	mark	_	_
he	_	_	_	_	_	5	nsubj	_	_
didn't	_	_	_	_	_	5	aux	_	_
fix	_	_	_	_	_	0	root	_	_
our	_	_	_	_	_	7	nmod:poss	_	_
dishwasher	_	_	_	_	_	5	obj	_	_
.	_	_	_	_	_	5	punct	_	_","shoot	_	_	_	_	_	5	discourse	_	_
,	_	_	_	_	_	1	punct	_	_
he	_	_	_	_	_	5	nsubj	_	_
didn't	_	_	_	_	_	5	advmod	_	_
fix	_	_	_	_	_	0	root	_	_
our	_	_	_	_	_	7	nmod:poss	_	_
dishwasher	_	_	_	_	_	5	obj	_	_
.	_	_	_	_	_	5	punct	_	_","shoot	_	VERB	VB	_	_	0	root	_	_
,	_	PUNCT	,	_	_	6	punct	_	_
he	_	PRON	PRP	_	_	6	nsubj	_	_
did	_	AUX	VBD	_	_	6	aux	_	_
n't	_	PART	RB	_	_	6	advmod	_	_
fix	_	VERB	VB	_	_	1	parataxis	_	_
our	_	PRON	PRP$	_	_	8	nmod:poss	_	_
dishwasher	_	NOUN	NN	_	_	6	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
"oh , she's over here .","oh	_	_	_	_	_	5	discourse	_	_
,	_	_	_	_	_	5	mark	_	_
she's	_	_	_	_	_	5	nsubj	_	_
over	_	_	_	_	_	5	case	_	_
here	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","oh	_	_	_	_	_	5	discourse	_	_
,	_	_	_	_	_	1	punct	_	_
she's	_	_	_	_	_	5	nsubj	_	_
over	_	_	_	_	_	5	case	_	_
here	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","oh	_	INTJ	UH	_	_	6	discourse	_	_
,	_	PUNCT	,	_	_	1	punct	_	_
she	_	PRON	PRP	_	_	6	nsubj	_	_
's	_	AUX	VBZ	_	_	6	cop	_	_
over	_	ADV	RB	_	_	6	advmod	_	_
here	_	ADV	RB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	6	punct	_	_"
"honey , where are you ?","honey	_	_	_	_	_	3	vocative	_	_
,	_	_	_	_	_	3	cop	_	_
where	_	_	_	_	_	0	root	_	_
are	_	_	_	_	_	3	cop	_	_
you	_	_	_	_	_	3	nsubj	_	_
?	_	_	_	_	_	3	punct	_	_","honey	_	_	_	_	_	3	vocative	_	_
,	_	_	_	_	_	1	punct	_	_
where	_	_	_	_	_	0	root	_	_
are	_	_	_	_	_	3	cop	_	_
you	_	_	_	_	_	3	nsubj	_	_
?	_	_	_	_	_	3	punct	_	_","honey	_	NOUN	NN	_	_	0	root	_	_
,	_	PUNCT	,	_	_	3	punct	_	_
where	_	ADV	WRB	_	_	1	parataxis	_	_
are	_	AUX	VBP	_	_	3	cop	_	_
you	_	PRON	PRP	_	_	4	nsubj	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
clowns shouldn't drive .,"clowns	_	_	_	_	_	3	nsubj	_	_
shouldn't	_	_	_	_	_	3	aux	_	_
drive	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","clowns	_	_	_	_	_	3	nsubj	_	_
shouldn't	_	_	_	_	_	3	advmod	_	_
drive	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","clowns	_	NOUN	NNS	_	_	4	nsubj	_	_
should	_	AUX	MD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
drive	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
"shoot , clowns shouldn't be in a car .","shoot	_	_	_	_	_	8	discourse	_	_
,	_	_	_	_	_	8	mark	_	_
clowns	_	_	_	_	_	8	nsubj	_	_
shouldn't	_	_	_	_	_	8	aux	_	_
be	_	_	_	_	_	8	cop	_	_
in	_	_	_	_	_	8	case	_	_
a	_	_	_	_	_	8	det	_	_
car	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	8	punct	_	_","shoot	_	_	_	_	_	8	discourse	_	_
,	_	_	_	_	_	1	punct	_	_
clowns	_	_	_	_	_	8	nsubj	_	_
shouldn't	_	_	_	_	_	8	aux	_	_
be	_	_	_	_	_	8	cop	_	_
in	_	_	_	_	_	8	case	_	_
a	_	_	_	_	_	8	det	_	_
car	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	8	punct	_	_","shoot	_	VERB	VB	_	_	0	root	_	_
,	_	PUNCT	,	_	_	9	punct	_	_
clowns	_	NOUN	NNS	_	_	9	nsubj	_	_
should	_	AUX	MD	_	_	9	aux	_	_
n't	_	PART	RB	_	_	9	advmod	_	_
be	_	AUX	VB	_	_	9	cop	_	_
in	_	ADP	IN	_	_	9	case	_	_
a	_	DET	DT	_	_	9	det	_	_
car	_	NOUN	NN	_	_	1	parataxis	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
um yes .,"um	_	_	_	_	_	0	root	_	_
yes	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	1	punct	_	_","um	_	_	_	_	_	2	discourse	_	_
yes	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","um	_	INTJ	UH	_	_	2	discourse	_	_
yes	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
bye bye .,"bye	_	_	_	_	_	0	root	_	_
bye	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","bye	_	_	_	_	_	2	compound	_	_
bye	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","bye	_	INTJ	UH	_	_	2	discourse	_	_
bye	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
bye bye .,"bye	_	_	_	_	_	0	root	_	_
bye	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","bye	_	_	_	_	_	2	compound	_	_
bye	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","bye	_	INTJ	UH	_	_	2	discourse	_	_
bye	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
uh uh uh uh uh yes .,"uh	_	_	_	_	_	6	discourse	_	_
uh	_	_	_	_	_	1	conj	_	_
uh	_	_	_	_	_	1	conj	_	_
uh	_	_	_	_	_	1	conj	_	_
uh	_	_	_	_	_	1	conj	_	_
yes	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	6	punct	_	_","uh	_	_	_	_	_	6	discourse	_	_
uh	_	_	_	_	_	1	discourse	_	_
uh	_	_	_	_	_	6	discourse	_	_
uh	_	_	_	_	_	6	discourse	_	_
uh	_	_	_	_	_	6	discourse	_	_
yes	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	6	punct	_	_","uh	_	INTJ	UH	_	_	6	discourse	_	_
uh	_	INTJ	UH	_	_	6	discourse	_	_
uh	_	INTJ	UH	_	_	6	discourse	_	_
uh	_	INTJ	UH	_	_	6	discourse	_	_
uh	_	INTJ	UH	_	_	6	discourse	_	_
yes	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	6	punct	_	_"
oh ah !,"oh	_	_	_	_	_	0	root	_	_
ah	_	_	_	_	_	1	discourse	_	_
!	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
ah	_	_	_	_	_	0	root	_	_
!	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
ah	_	INTJ	UH	_	_	0	root	_	_
!	_	PUNCT	.	_	_	2	punct	_	_"
